Gas Costs,Start:,"January 22nd, 2021"
"34,090",End:,"March 13th, 2021"
"22,430",,
"18,247",,
"13,309",,
"12,145",,
"10,196",,
"6,693",,
"6,196",,
"6,038",,
"5,171",,
"4,694",,
"4,437",,
"4,310",,
"3,950",,
"3,753",,
"3,740",,
"3,592",,
"3,589",,
"3,508",,
"3,073",,
"3,073",,
"3,071",,
"2,899",,
"2,899",,
"2,645",,
"2,610",,
"2,510",,
"2,510",,
"2,492",,
"2,195",,
"2,099",,
"1,893",,
"1,825",,
"1,825",,
"1,813",,
"1,808",,
"1,699",,
"1,699",,
"1,670",,
"1,621",,
"1,619",,
"1,567",,
"1,562",,
"1,512",,
"1,462",,
"1,462",,
"1,459",,
"1,458",,
"1,458",,
"1,417",,
"1,392",,
"1,392",,
"1,354",,
"1,286",,
"1,233",,
"1,202",,
"1,173",,
"1,163",,
"1,158",,
"1,158",,
"1,154",,
"1,125",,
"1,057",,
"1,057",,
"1,041",,
"1,008",,
994,,
982,,
979,,
934,,
934,,
904,,
902,,
898,,
898,,
849,,
849,,
843,,
839,,
834,,
834,,
813,,
783,,
778,,
768,,
766,,
756,,
756,,
754,,
749,,
749,,
749,,
749,,
749,,
749,,
749,,
749,,
749,,
749,,
749,,
749,,
749,,
749,,
749,,
749,,
737,,
735,,
734,,
721,,
720,,
710,,
708,,
707,,
705,,
705,,
699,,
699,,
692,,
679,,
667,,
667,,
660,,
657,,
651,,
623,,
623,,
622,,
621,,
620,,
620,,
617,,
615,,
615,,
608,,
604,,
604,,
603,,
603,,
603,,
603,,
603,,
600,,
600,,
599,,
599,,
599,,
596,,
596,,
594,,
593,,
586,,
586,,
582,,
580,,
579,,
579,,
579,,
575,,
575,,
575,,
574,,
566,,
566,,
565,,
563,,
563,,
563,,
563,,
559,,
557,,
555,,
553,,
553,,
546,,
546,,
544,,
542,,
538,,
535,,
535,,
535,,
534,,
534,,
534,,
532,,
531,,
527,,
527,,
525,,
525,,
525,,
524,,
519,,
519,,
517,,
515,,
515,,
512,,
511,,
511,,
509,,
509,,
508,,
508,,
503,,
501,,
500,,
500,,
500,,
497,,
497,,
495,,
490,,
486,,
486,,
482,,
482,,
482,,
482,,
473,,
473,,
471,,
470,,
470,,
470,,
470,,
469,,
469,,
468,,
467,,
465,,
463,,
463,,
461,,
460,,
455,,
454,,
454,,
451,,
450,,
450,,
449,,
443,,
443,,
442,,
439,,
439,,
437,,
436,,
434,,
434,,
434,,
430,,
430,,
429,,
423,,
420,,
418,,
418,,
418,,
415,,
413,,
413,,
408,,
408,,
407,,
405,,
402,,
400,,
399,,
398,,
398,,
397,,
395,,
393,,
392,,
390,,
389,,
389,,
389,,
386,,
386,,
384,,
383,,
378,,
378,,
377,,
377,,
375,,
375,,
372,,
371,,
370,,
368,,
366,,
365,,
365,,
363,,
362,,
362,,
362,,
361,,
359,,
359,,
358,,
358,,
358,,
357,,
355,,
355,,
354,,
354,,
346,,
345,,
344,,
342,,
341,,
341,,
340,,
336,,
336,,
334,,
334,,
332,,
332,,
330,,
329,,
326,,
326,,
326,,
325,,
325,,
324,,
324,,
323,,
323,,
322,,
321,,
321,,
321,,
320,,
318,,
317,,
315,,
314,,
314,,
312,,
311,,
311,,
310,,
308,,
308,,
307,,
307,,
306,,
305,,
305,,
305,,
303,,
302,,
302,,
301,,
301,,
301,,
300,,
298,,
297,,
297,,
293,,
290,,
290,,
290,,
289,,
287,,
287,,
286,,
285,,
285,,
285,,
285,,
282,,
279,,
279,,
278,,
278,,
278,,
277,,
277,,
276,,
276,,
274,,
273,,
272,,
269,,
269,,
269,,
268,,
268,,
267,,
265,,
263,,
262,,
262,,
262,,
262,,
260,,
258,,
258,,
258,,
257,,
257,,
257,,
257,,
254,,
252,,
252,,
251,,
251,,
251,,
251,,
249,,
248,,
247,,
247,,
246,,
245,,
245,,
245,,
245,,
245,,
244,,
242,,
242,,
242,,
241,,
240,,
240,,
239,,
238,,
237,,
237,,
237,,
237,,
236,,
236,,
236,,
235,,
235,,
234,,
232,,
232,,
231,,
230,,
230,,
230,,
229,,
229,,
227,,
225,,
224,,
223,,
223,,
223,,
223,,
223,,
220,,
220,,
220,,
220,,
219,,
218,,
218,,
216,,
216,,
214,,
214,,
214,,
214,,
213,,
213,,
211,,
211,,
211,,
211,,
210,,
210,,
210,,
209,,
208,,
208,,
208,,
208,,
208,,
208,,
208,,
208,,
207,,
207,,
207,,
207,,
206,,
206,,
206,,
206,,
205,,
204,,
204,,
204,,
204,,
204,,
203,,
203,,
203,,
203,,
203,,
203,,
203,,
202,,
202,,
202,,
201,,
201,,
200,,
200,,
200,,
199,,
199,,
199,,
198,,
198,,
197,,
197,,
197,,
197,,
197,,
197,,
196,,
196,,
195,,
194,,
194,,
194,,
194,,
194,,
194,,
194,,
194,,
193,,
193,,
193,,
192,,
191,,
191,,
191,,
191,,
191,,
190,,
190,,
190,,
189,,
189,,
189,,
188,,
187,,
187,,
186,,
186,,
185,,
185,,
185,,
185,,
184,,
184,,
184,,
184,,
184,,
184,,
182,,
182,,
182,,
182,,
182,,
181,,
181,,
180,,
180,,
180,,
180,,
179,,
179,,
179,,
178,,
178,,
178,,
178,,
177,,
177,,
176,,
175,,
175,,
174,,
174,,
174,,
174,,
174,,
174,,
174,,
173,,
173,,
173,,
173,,
173,,
173,,
173,,
173,,
172,,
172,,
172,,
172,,
172,,
172,,
171,,
171,,
171,,
171,,
171,,
171,,
171,,
171,,
170,,
170,,
170,,
170,,
170,,
170,,
170,,
169,,
168,,
168,,
168,,
168,,
167,,
167,,
167,,
166,,
166,,
166,,
165,,
165,,
165,,
165,,
164,,
163,,
163,,
163,,
163,,
163,,
162,,
162,,
162,,
162,,
162,,
162,,
162,,
161,,
161,,
161,,
161,,
161,,
161,,
160,,
160,,
159,,
159,,
159,,
159,,
159,,
159,,
159,,
159,,
158,,
158,,
158,,
158,,
158,,
157,,
157,,
157,,
157,,
157,,
157,,
157,,
157,,
156,,
156,,
156,,
156,,
156,,
156,,
156,,
156,,
156,,
155,,
155,,
155,,
154,,
153,,
153,,
152,,
152,,
152,,
151,,
151,,
151,,
151,,
151,,
151,,
150,,
150,,
150,,
150,,
150,,
149,,
149,,
149,,
149,,
148,,
147,,
147,,
147,,
147,,
147,,
147,,
147,,
147,,
147,,
146,,
146,,
145,,
145,,
145,,
145,,
145,,
145,,
144,,
143,,
